Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 70; Spieltag 33; Frankfurt;3;3; Hannover
Saison 70; Spieltag 33; Braunschweig;1;2; Hertha
Saison 70; Spieltag 33; Bayern;6;2; Oberhausen
Saison 70; Spieltag 33; Gladbach;4;3; Hamburg
Saison 70; Spieltag 33; Duisburg;2;1;1860
Saison 70; Spieltag 33; Dortmund;0;0; VfB Stuttgart
Saison 70; Spieltag 33; Bremen;4;1; Aachen
Saison 70; Spieltag 34; Hannover;2;0; Kaiserslautern
Saison 70; Spieltag 34; Hamburg;5;1; Frankfurt
Saison 70; Spieltag 34; Oberhausen;3;4; Gladbach
Saison 70; Spieltag 34; VfB Stuttgart;3;2; Braunschweig
Saison 70; Spieltag 34;1860;0;0; Essen
Saison 70; Spieltag 34; 1. FC Koeln;5;2; Dortmund
Saison 70; Spieltag 34; Hertha;4;1; Bremen
Saison 70; Spieltag 34; Schalke;2;2; Bayern
Saison 70; Spieltag 34; Aachen;3;2; Duisburg
Saison 71; Spieltag 1; Duisburg;2;2; Oberhausen
Saison 71; Spieltag 1; Hertha;5;3; Kaiserslautern
Saison 71; Spieltag 1; Frankfurt;0;0; Hamburg
Saison 71; Spieltag 1; VfB Stuttgart;1;1; Bayern
Saison 71; Spieltag 1; Gladbach;2;0; Offenbach
Saison 71; Spieltag 1; Braunschweig;3;3; Schalke
Saison 71; Spieltag 1; Bremen;1;1; 1. FC Koeln
Saison 71; Spieltag 1; Essen;2;0; Hannover
Saison 71; Spieltag 1; Dortmund;3;0; Bielefeld
Saison 71; Spieltag 2; Schalke;1;0; Duisburg
Saison 71; Spieltag 2; Offenbach;2;1; Bremen
Saison 71; Spieltag 2; Bielefeld;0;0; Essen
Saison 71; Spieltag 2; 1. FC Koeln;3;1; Braunschweig
Saison 71; Spieltag 2; Oberhausen;1;2; VfB Stuttgart
Saison 71; Spieltag 2; Bayern;1;0; Hertha
Saison 71; Spieltag 2; Hamburg;2;2; Gladbach
Saison 71; Spieltag 2; Hannover;1;2; Frankfurt
Saison 71; Spieltag 2; Kaiserslautern;1;0; Dortmund
Saison 71; Spieltag 3; Hertha;3;1; Oberhausen
Saison 71; Spieltag 3; Frankfurt;1;1; Bielefeld
Saison 71; Spieltag 3; Braunschweig;1;0; Bremen
Saison 71; Spieltag 3; Dortmund;0;0; Bayern
Saison 71; Spieltag 3; VfB Stuttgart;1;1; Schalke
Saison 71; Spieltag 3; Gladbach;0;0; Hannover
Saison 71; Spieltag 3; Essen;4;0; Kaiserslautern
Saison 71; Spieltag 3; Hamburg;3;2; Offenbach
Saison 71; Spieltag 3; Duisburg;0;0; 1. FC Koeln
Saison 71; Spieltag 4; Offenbach;0;2; Braunschweig
Saison 71; Spieltag 4; Kaiserslautern;2;0; Frankfurt
Saison 71; Spieltag 4; Bayern;2;2; Essen
Saison 71; Spieltag 4; 1. FC Koeln;2;1; VfB Stuttgart
Saison 71; Spieltag 4; Hannover;0;3; Hamburg
Saison 71; Spieltag 4; Oberhausen;0;1; Dortmund
Saison 71; Spieltag 4; Bielefeld;2;0; Gladbach
Saison 71; Spieltag 4; Bremen;0;2; Duisburg
Saison 71; Spieltag 4; Schalke;1;0; Hertha
Saison 71; Spieltag 5; Duisburg;0;0; Braunschweig
Saison 71; Spieltag 5; VfB Stuttgart;3;0; Bremen
Saison 71; Spieltag 5; Dortmund;1;2; Schalke
Saison 71; Spieltag 5; Hertha;3;2; 1. FC Koeln
Saison 71; Spieltag 5; Frankfurt;1;1; Bayern
Saison 71; Spieltag 5; Gladbach;5;0; Kaiserslautern
Saison 71; Spieltag 5; Hamburg;3;2; Bielefeld
Saison 71; Spieltag 5; Essen;3;3; Oberhausen
Saison 71; Spieltag 5; Hannover;1;1; Offenbach
Saison 71; Spieltag 6; Bielefeld;3;1; Hannover
Saison 71; Spieltag 6; Offenbach;2;0; Duisburg
Saison 71; Spieltag 6; Oberhausen;0;0; Frankfurt
Saison 71; Spieltag 6; Bremen;0;0; Hertha
Saison 71; Spieltag 6; 1. FC Koeln;2;2; Dortmund
Saison 71; Spieltag 6; Schalke;4;1; Essen
Saison 71; Spieltag 6; Bayern;2;2; Gladbach
Saison 71; Spieltag 6; Kaiserslautern;2;0; Hamburg
Saison 71; Spieltag 6; Braunschweig;4;0; VfB Stuttgart
Saison 71; Spieltag 7; Bielefeld;1;0; Offenbach
Saison 71; Spieltag 7; VfB Stuttgart;1;0; Duisburg
Saison 71; Spieltag 7; Essen;2;0; 1. FC Koeln
Saison 71; Spieltag 7; Frankfurt;1;0; Schalke
Saison 71; Spieltag 7; Hannover;2;1; Kaiserslautern
Saison 71; Spieltag 7; Hamburg;1;5; Bayern
Saison 71; Spieltag 7; Hertha;1;0; Braunschweig
Saison 71; Spieltag 7; Gladbach;6;0; Oberhausen
Saison 71; Spieltag 7; Dortmund;0;1; Bremen
Saison 71; Spieltag 8; 1. FC Koeln;0;0; Frankfurt
Saison 71; Spieltag 8; Braunschweig;3;0; Dortmund
Saison 71; Spieltag 8; Schalke;0;0; Gladbach
Saison 71; Spieltag 8; Oberhausen;8;1; Hamburg
Saison 71; Spieltag 8; Bayern;4;1; Hannover
Saison 71; Spieltag 8; Duisburg;1;0; Hertha
Saison 71; Spieltag 8; Kaiserslautern;3;0; Bielefeld
Saison 71; Spieltag 8; Offenbach;3;3; VfB Stuttgart
Saison 71; Spieltag 8; Bremen;1;1; Essen
Saison 71; Spieltag 9; Bielefeld;1;0; Bayern
Saison 71; Spieltag 9; Hertha;2;0; VfB Stuttgart
Saison 71; Spieltag 9; Kaiserslautern;4;0; Offenbach
Saison 71; Spieltag 9; Frankfurt;2;0; Bremen
Saison 71; Spieltag 9; Hannover;1;2; Oberhausen
Saison 71; Spieltag 9; Gladbach;1;1; 1. FC Koeln
Saison 71; Spieltag 9; Essen;0;1; Braunschweig
Saison 71; Spieltag 9; Dortmund;5;1; Duisburg
Saison 71; Spieltag 9; Hamburg;1;2; Schalke
Saison 71; Spieltag 10; Oberhausen;4;2; Bielefeld
Saison 71; Spieltag 10; 1. FC Koeln;3;1; Hamburg
Saison 71; Spieltag 10; VfB Stuttgart;6;1; Dortmund
Saison 71; Spieltag 10; Offenbach;1;0; Hertha
Saison 71; Spieltag 10; Bremen;1;1; Gladbach
Saison 71; Spieltag 10; Schalke;3;0; Hannover
Saison 71; Spieltag 10; Bayern;3;1; Kaiserslautern
Saison 71; Spieltag 10; Duisburg;1;0; Essen
Saison 71; Spieltag 10; Braunschweig;2;0; Frankfurt
Saison 71; Spieltag 11; Dortmund;3;1; Hertha
Saison 71; Spieltag 11; Essen;1;1; VfB Stuttgart
Saison 71; Spieltag 11; Bielefeld;0;3; Schalke
Saison 71; Spieltag 11; Hannover;2;0; 1. FC Koeln
Saison 71; Spieltag 11; Gladbach;3;1; Braunschweig
Saison 71; Spieltag 11; Frankfurt;0;0; Duisburg
Saison 71; Spieltag 11; Hamburg;1;1; Bremen
Saison 71; Spieltag 11; Bayern;0;0; Offenbach
Saison 71; Spieltag 11; Kaiserslautern;4;1; Oberhausen
Saison 71; Spieltag 12; Oberhausen;0;4; Bayern
Saison 71; Spieltag 12; Schalke;2;0; Kaiserslautern
Saison 71; Spieltag 12; Bremen;0;0; Hannover
Saison 71; Spieltag 12; Hertha;1;1; Essen
Saison 71; Spieltag 12; Braunschweig;4;1; Hamburg
Saison 71; Spieltag 12; Offenbach;3;0; Dortmund
Saison 71; Spieltag 12; 1. FC Koeln;2;0; Bielefeld
Saison 71; Spieltag 12; VfB Stuttgart;2;1; Frankfurt
Saison 71; Spieltag 12; Duisburg;1;1; Gladbach
Saison 71; Spieltag 13; Bayern;3;0; Schalke
Saison 71; Spieltag 13; Hannover;1;0; Braunschweig
Saison 71; Spieltag 13; Frankfurt;1;3; Hertha
Saison 71; Spieltag 13; Hamburg;2;0; Duisburg
Saison 71; Spieltag 13; Bielefeld;3;0; Bremen
Saison 71; Spieltag 13; Essen;0;1; Dortmund
Saison 71; Spieltag 13; Kaiserslautern;0;0; 1. FC Koeln
Saison 71; Spieltag 13; Oberhausen;2;2; Offenbach
Saison 71; Spieltag 13; Gladbach;4;1; VfB Stuttgart
Saison 71; Spieltag 14; Duisburg;3;0; Hannover
Saison 71; Spieltag 14; Offenbach;1;2; Essen
Saison 71; Spieltag 14; Braunschweig;3;2; Bielefeld
Saison 71; Spieltag 14; VfB Stuttgart;3;3; Hamburg
Saison 71; Spieltag 14; Schalke;2;0; Oberhausen
Saison 71; Spieltag 14; Bremen;1;1; Kaiserslautern
Saison 71; Spieltag 14; Dortmund;3;0; Frankfurt
Saison 71; Spieltag 14; Hertha;4;1; Gladbach
Saison 71; Spieltag 14; 1. FC Koeln;0;3; Bayern
Saison 71; Spieltag 15; Gladbach;3;2; Dortmund
Saison 71; Spieltag 15; Hannover;3;0; VfB Stuttgart
Saison 71; Spieltag 15; Essen;2;0; Frankfurt
Saison 71; Spieltag 15; Oberhausen;2;2; 1. FC Koeln
Saison 71; Spieltag 15; Kaiserslautern;0;1; Braunschweig
Saison 71; Spieltag 15; Hamburg;0;0; Hertha
Saison 71; Spieltag 15; Bayern;2;1; Bremen
Saison 71; Spieltag 15; Bielefeld;0;0; Duisburg
Saison 71; Spieltag 15; Offenbach;0;1; Schalke
Saison 71; Spieltag 16; Dortmund;1;1; Hamburg
Saison 71; Spieltag 16; Frankfurt;3;0; Offenbach
Saison 71; Spieltag 16; Braunschweig;1;1; Bayern
Saison 71; Spieltag 16; Hertha;1;0; Hannover
Saison 71; Spieltag 16; 1. FC Koeln;2;0; Schalke
Saison 71; Spieltag 16; Duisburg;1;1; Kaiserslautern
Saison 71; Spieltag 16; Bremen;2;0; Oberhausen
Saison 71; Spieltag 16; VfB Stuttgart;1;0; Bielefeld
Saison 71; Spieltag 16; Essen;1;2; Gladbach
Saison 71; Spieltag 17; Gladbach;5;0; Frankfurt
Saison 71; Spieltag 17; Hannover;4;1; Dortmund
Saison 71; Spieltag 17; Bielefeld;1;1; Hertha
Saison 71; Spieltag 17; Bayern;2;1; Duisburg
Saison 71; Spieltag 17; Offenbach;4;1; 1. FC Koeln
Saison 71; Spieltag 17; Hamburg;2;1; Essen
Saison 71; Spieltag 17; Oberhausen;1;0; Braunschweig
Saison 71; Spieltag 17; Schalke;0;0; Bremen
Saison 71; Spieltag 17; Kaiserslautern;0;5; VfB Stuttgart
Saison 71; Spieltag 18; Oberhausen;0;2; Duisburg
Saison 71; Spieltag 18; Bayern;1;0; VfB Stuttgart
Saison 71; Spieltag 18; Schalke;1;0; Braunschweig
Saison 71; Spieltag 18; Kaiserslautern;2;0; Hertha
Saison 71; Spieltag 18; Bielefeld;2;3; Dortmund
Saison 71; Spieltag 18; Hannover;3;1; Essen
Saison 71; Spieltag 18; Offenbach;1;3; Gladbach
Saison 71; Spieltag 18; 1. FC Koeln;1;1; Bremen
Saison 71; Spieltag 18; Hamburg;3;0; Frankfurt
Saison 71; Spieltag 19; VfB Stuttgart;2;1; Oberhausen
Saison 71; Spieltag 19; Braunschweig;3;1; 1. FC Koeln
Saison 71; Spieltag 19; Dortmund;0;2; Kaiserslautern
Saison 71; Spieltag 19; Duisburg;1;0; Schalke
Saison 71; Spieltag 19; Frankfurt;2;1; Hannover
Saison 71; Spieltag 19; Gladbach;3;0; Hamburg
Saison 71; Spieltag 19; Essen;2;1; Bielefeld
Saison 71; Spieltag 19; Hertha;3;3; Bayern
Saison 71; Spieltag 19; Bremen;3;1; Offenbach
Saison 71; Spieltag 20; Bielefeld;1;0; Frankfurt
Saison 71; Spieltag 20; Schalke;2;1; VfB Stuttgart
Saison 71; Spieltag 20; Kaiserslautern;5;2; Essen
Saison 71; Spieltag 20; Bremen;2;0; Braunschweig
Saison 71; Spieltag 20; Offenbach;3;3; Hamburg
Saison 71; Spieltag 20; 1. FC Koeln;2;1; Duisburg
Saison 71; Spieltag 20; Hannover;1;1; Gladbach
Saison 71; Spieltag 20; Oberhausen;1;1; Hertha
Saison 71; Spieltag 20; Bayern;1;1; Dortmund
Saison 71; Spieltag 21; Gladbach;0;2; Bielefeld
Saison 71; Spieltag 21; Duisburg;3;1; Bremen
Saison 71; Spieltag 21; Braunschweig;3;0; Offenbach
Saison 71; Spieltag 21; Hamburg;1;0; Hannover
Saison 71; Spieltag 21; Essen;3;1; Bayern
Saison 71; Spieltag 21; Dortmund;2;0; Oberhausen
Saison 71; Spieltag 21; Frankfurt;3;2; Kaiserslautern
Saison 71; Spieltag 21; Hertha;2;1; Schalke
Saison 71; Spieltag 21; VfB Stuttgart;1;2; 1. FC Koeln
Saison 71; Spieltag 22; Schalke;0;0; Dortmund
Saison 71; Spieltag 22; Bielefeld;1;1; Hamburg
Saison 71; Spieltag 22; Braunschweig;5;0; Duisburg
Saison 71; Spieltag 22; Offenbach;1;5; Hannover
Saison 71; Spieltag 22; 1. FC Koeln;3;2; Hertha
Saison 71; Spieltag 22; Bremen;3;1; VfB Stuttgart
Saison 71; Spieltag 22; Oberhausen;0;0; Essen
Saison 71; Spieltag 22; Kaiserslautern;0;1; Gladbach
Saison 71; Spieltag 22; Bayern;2;1; Frankfurt
Saison 71; Spieltag 23; Essen;1;3; Schalke
Saison 71; Spieltag 23; Hamburg;5;2; Kaiserslautern
Saison 71; Spieltag 23; Dortmund;0;0; 1. FC Koeln
Saison 71; Spieltag 23; Frankfurt;5;0; Oberhausen
Saison 71; Spieltag 23; Duisburg;2;2; Offenbach
Saison 71; Spieltag 23; VfB Stuttgart;1;1; Braunschweig
Saison 71; Spieltag 23; Hertha;3;1; Bremen
Saison 71; Spieltag 23; Hannover;2;0; Bielefeld
Saison 71; Spieltag 23; Gladbach;3;1; Bayern
Saison 71; Spieltag 24; Bayern;6;2; Hamburg
Saison 71; Spieltag 24; Bremen;3;1; Dortmund
Saison 71; Spieltag 24; Schalke;4;1; Frankfurt
Saison 71; Spieltag 24; Offenbach;5;0; Bielefeld
Saison 71; Spieltag 24; Braunschweig;2;1; Hertha
Saison 71; Spieltag 24; Kaiserslautern;2;1; Hannover
Saison 71; Spieltag 24; Duisburg;1;0; VfB Stuttgart
Saison 71; Spieltag 24; Oberhausen;0;2; Gladbach
Saison 71; Spieltag 24; 1. FC Koeln;3;2; Essen
Saison 71; Spieltag 25; Essen;2;2; Bremen
Saison 71; Spieltag 25; Hannover;2;2; Bayern
Saison 71; Spieltag 25; Bielefeld;2;1; Kaiserslautern
Saison 71; Spieltag 25; Hamburg;0;0; Oberhausen
Saison 71; Spieltag 25; Frankfurt;1;1; 1. FC Koeln
Saison 71; Spieltag 25; Gladbach;2;0; Schalke
Saison 71; Spieltag 25; Dortmund;1;1; Braunschweig
Saison 71; Spieltag 25; Hertha;3;1; Duisburg
Saison 71; Spieltag 25; VfB Stuttgart;1;0; Offenbach
Saison 71; Spieltag 26; Oberhausen;4;3; Hannover
Saison 71; Spieltag 26; Duisburg;4;3; Dortmund
Saison 71; Spieltag 26; Offenbach;2;2; Kaiserslautern
Saison 71; Spieltag 26; VfB Stuttgart;1;1; Hertha
Saison 71; Spieltag 26; Schalke;3;1; Hamburg
Saison 71; Spieltag 26; Bremen;1;0; Frankfurt
Saison 71; Spieltag 26; Bayern;2;0; Bielefeld
Saison 71; Spieltag 26; 1. FC Koeln;3;2; Gladbach
Saison 71; Spieltag 26; Braunschweig;1;0; Essen
Saison 71; Spieltag 27; Hamburg;2;0; 1. FC Koeln
Saison 71; Spieltag 27; Bielefeld;2;1; Oberhausen
Saison 71; Spieltag 27; Essen;1;1; Duisburg
Saison 71; Spieltag 27; Hertha;3;1; Offenbach
Saison 71; Spieltag 27; Frankfurt;5;2; Braunschweig
Saison 71; Spieltag 27; Hannover;3;0; Schalke
Saison 71; Spieltag 27; Gladbach;0;2; Bremen
Saison 71; Spieltag 27; Kaiserslautern;2;1; Bayern
Saison 71; Spieltag 27; Dortmund;3;1; VfB Stuttgart
Saison 71; Spieltag 28; Bremen;2;2; Hamburg
Saison 71; Spieltag 28; Schalke;0;1; Bielefeld
Saison 71; Spieltag 28; Braunschweig;1;1; Gladbach
Saison 71; Spieltag 28; Offenbach;1;1; Bayern
Saison 71; Spieltag 28; Hertha;5;2; Dortmund
Saison 71; Spieltag 28; 1. FC Koeln;0;1; Hannover
Saison 71; Spieltag 28; Duisburg;3;1; Frankfurt
Saison 71; Spieltag 28; VfB Stuttgart;5;1; Essen
Saison 71; Spieltag 28; Oberhausen;4;2; Kaiserslautern
Saison 71; Spieltag 29; Hannover;0;3; Bremen
Saison 71; Spieltag 29; Kaiserslautern;2;0; Schalke
Saison 71; Spieltag 29; Essen;0;3; Hertha
Saison 71; Spieltag 29; Frankfurt;1;0; VfB Stuttgart
Saison 71; Spieltag 29; Dortmund;1;1; Offenbach
Saison 71; Spieltag 29; Hamburg;2;1; Braunschweig
Saison 71; Spieltag 29; Gladbach;1;0; Duisburg
Saison 71; Spieltag 29; Bayern;4;2; Oberhausen
Saison 71; Spieltag 29; Bielefeld;1;0; 1. FC Koeln
Saison 71; Spieltag 30; Duisburg;2;2; Hamburg
Saison 71; Spieltag 30; 1. FC Koeln;1;2; Kaiserslautern
Saison 71; Spieltag 30; Braunschweig;0;4; Hannover
Saison 71; Spieltag 30; Bremen;4;1; Bielefeld
Saison 71; Spieltag 30; Dortmund;7;2; Essen
Saison 71; Spieltag 30; Hertha;6;2; Frankfurt
Saison 71; Spieltag 30; Offenbach;3;2; Oberhausen
Saison 71; Spieltag 30; VfB Stuttgart;1;1; Gladbach
Saison 71; Spieltag 30; Schalke;1;3; Bayern
Saison 71; Spieltag 31; Gladbach;4;0; Hertha
Saison 71; Spieltag 31; Hannover;3;3; Duisburg
Saison 71; Spieltag 31; Kaiserslautern;2;1; Bremen
Saison 71; Spieltag 31; Hamburg;1;0; VfB Stuttgart
Saison 71; Spieltag 31; Oberhausen;4;1; Schalke
Saison 71; Spieltag 31; Essen;2;3; Offenbach
Saison 71; Spieltag 31; Bayern;7;0; 1. FC Koeln
Saison 71; Spieltag 31; Frankfurt;2;0; Dortmund
Saison 71; Spieltag 31; Bielefeld;0;1; Braunschweig
Saison 71; Spieltag 32; Bremen;0;1; Bayern
Saison 71; Spieltag 32; 1. FC Koeln;2;4; Oberhausen
Saison 71; Spieltag 32; Duisburg;4;1; Bielefeld
Saison 71; Spieltag 32; Hertha;2;0; Hamburg
Saison 71; Spieltag 32; Braunschweig;2;0; Kaiserslautern
Saison 71; Spieltag 32; VfB Stuttgart;1;2; Hannover
Saison 71; Spieltag 32; Frankfurt;3;2; Essen
Saison 71; Spieltag 32; Schalke;1;2; Offenbach
Saison 71; Spieltag 32; Dortmund;3;4; Gladbach
Saison 71; Spieltag 33; Bayern;4;1; Braunschweig
Saison 71; Spieltag 33; Schalke;2;2; 1. FC Koeln
Saison 71; Spieltag 33; Bielefeld;1;0; VfB Stuttgart
Saison 71; Spieltag 33; Oberhausen;3;0; Bremen
Saison 71; Spieltag 33; Gladbach;4;3; Essen
Saison 71; Spieltag 33; Hamburg;2;1; Dortmund
Saison 71; Spieltag 33; Offenbach;0;2; Frankfurt
Saison 71; Spieltag 33; Hannover;1;1; Hertha
Saison 71; Spieltag 33; Kaiserslautern;3;0; Duisburg
Saison 71; Spieltag 34; VfB Stuttgart;2;0; Kaiserslautern
Saison 71; Spieltag 34; Bremen;0;1; Schalke
Saison 71; Spieltag 34; 1. FC Koeln;4;2; Offenbach
Saison 71; Spieltag 34; Essen;1;3; Hamburg
Saison 71; Spieltag 34; Duisburg;2;0; Bayern
Saison 71; Spieltag 34; Frankfurt;1;4; Gladbach
Saison 71; Spieltag 34; Braunschweig;1;1; Oberhausen
Saison 71; Spieltag 34; Hertha;0;1; Bielefeld
Saison 71; Spieltag 34; Dortmund;2;2; Hannover
Saison 72; Spieltag 1; Hamburg;5;1; Frankfurt
Saison 72; Spieltag 1; Bochum;1;0; Braunschweig
Saison 72; Spieltag 1; Duisburg;2;1; Dortmund
Saison 72; Spieltag 1; 1. FC Koeln;0;0; Bremen
Saison 72; Spieltag 1; Bayern;3;1; Fortuna Duesseldorf
Saison 72; Spieltag 1; Hannover;1;5; Schalke
Saison 72; Spieltag 1; VfB Stuttgart;3;0; Hertha
Saison 72; Spieltag 1; Kaiserslautern;1;0; Gladbach
Saison 72; Spieltag 1; Bielefeld;0;1; Oberhausen
Saison 72; Spieltag 2; Dortmund;1;1; Hamburg
Saison 72; Spieltag 2; Gladbach;5;1; Bielefeld
Saison 72; Spieltag 2; Braunschweig;1;1; VfB Stuttgart
Saison 72; Spieltag 2; Fortuna Duesseldorf;2;0; Hannover
Saison 72; Spieltag 2; Oberhausen;2;3; Bochum
Saison 72; Spieltag 2; Schalke;2;0; Duisburg
Saison 72; Spieltag 2; Frankfurt;2;2; 1. FC Koeln
Saison 72; Spieltag 2; Bremen;2;2; Kaiserslautern
Saison 72; Spieltag 2; Hertha;2;2; Bayern
Saison 72; Spieltag 3; Frankfurt;4;0; Bremen
Saison 72; Spieltag 3; VfB Stuttgart;1;1; Oberhausen
Saison 72; Spieltag 3; 1. FC Koeln;2;1; Dortmund
Saison 72; Spieltag 3; Bayern;4;1; Braunschweig
Saison 72; Spieltag 3; Hamburg;0;1; Schalke
Saison 72; Spieltag 3; Bielefeld;1;1; Kaiserslautern
Saison 72; Spieltag 3; Hannover;1;1; Hertha
Saison 72; Spieltag 3; Duisburg;0;0; Fortuna Duesseldorf
Saison 72; Spieltag 3; Bochum;0;2; Gladbach
Saison 72; Spieltag 4; Dortmund;3;1; Frankfurt
Saison 72; Spieltag 4; Gladbach;0;0; VfB Stuttgart
Saison 72; Spieltag 4; Oberhausen;1;1; Bayern
Saison 72; Spieltag 4; Bremen;4;0; Bielefeld
Saison 72; Spieltag 4; Kaiserslautern;4;1; Bochum
Saison 72; Spieltag 4; Fortuna Duesseldorf;0;0; Hamburg
Saison 72; Spieltag 4; Hertha;1;0; Duisburg
Saison 72; Spieltag 4; Schalke;6;2; 1. FC Koeln
Saison 72; Spieltag 4; Braunschweig;3;0; Hannover
Saison 72; Spieltag 5; Bayern;2;0; Gladbach
Saison 72; Spieltag 5; Duisburg;0;0; Braunschweig
Saison 72; Spieltag 5; 1. FC Koeln;1;2; Fortuna Duesseldorf
Saison 72; Spieltag 5; Dortmund;1;5; Bremen
Saison 72; Spieltag 5; Hannover;1;0; Oberhausen
Saison 72; Spieltag 5; Bochum;2;1; Bielefeld
Saison 72; Spieltag 5; VfB Stuttgart;3;1; Kaiserslautern
Saison 72; Spieltag 5; Frankfurt;2;0; Schalke
Saison 72; Spieltag 5; Hamburg;1;2; Hertha
Saison 72; Spieltag 6; Fortuna Duesseldorf;1;0; Frankfurt
Saison 72; Spieltag 6; Gladbach;3;0; Hannover
Saison 72; Spieltag 6; Braunschweig;1;1; Hamburg
Saison 72; Spieltag 6; Oberhausen;0;1; Duisburg
Saison 72; Spieltag 6; Bremen;2;0; Bochum
Saison 72; Spieltag 6; Bielefeld;1;0; VfB Stuttgart
Saison 72; Spieltag 6; Hertha;1;1; 1. FC Koeln
Saison 72; Spieltag 6; Kaiserslautern;0;2; Bayern
Saison 72; Spieltag 6; Schalke;1;0; Dortmund
Saison 72; Spieltag 7; VfB Stuttgart;3;2; Bochum
Saison 72; Spieltag 7; 1. FC Koeln;2;0; Braunschweig
Saison 72; Spieltag 7; Frankfurt;1;1; Hertha
Saison 72; Spieltag 7; Dortmund;1;0; Fortuna Duesseldorf
Saison 72; Spieltag 7; Schalke;2;0; Bremen
Saison 72; Spieltag 7; Bayern;1;1; Bielefeld
Saison 72; Spieltag 7; Hamburg;3;0; Oberhausen
Saison 72; Spieltag 7; Duisburg;1;5; Gladbach
Saison 72; Spieltag 7; Hannover;1;2; Kaiserslautern
Saison 72; Spieltag 8; Kaiserslautern;1;0; Duisburg
Saison 72; Spieltag 8; Gladbach;1;0; Hamburg
Saison 72; Spieltag 8; Braunschweig;2;0; Frankfurt
Saison 72; Spieltag 8; Oberhausen;1;1; 1. FC Koeln
Saison 72; Spieltag 8; Hertha;2;1; Dortmund
Saison 72; Spieltag 8; Bielefeld;1;0; Hannover
Saison 72; Spieltag 8; Fortuna Duesseldorf;0;2; Schalke
Saison 72; Spieltag 8; Bochum;0;2; Bayern
Saison 72; Spieltag 8; Bremen;2;3; VfB Stuttgart
Saison 72; Spieltag 9; Duisburg;4;0; Bielefeld
Saison 72; Spieltag 9; Fortuna Duesseldorf;1;3; Bremen
Saison 72; Spieltag 9; Dortmund;2;2; Braunschweig
Saison 72; Spieltag 9; Frankfurt;3;0; Oberhausen
Saison 72; Spieltag 9; Bayern;2;2; VfB Stuttgart
Saison 72; Spieltag 9; Schalke;4;0; Hertha
Saison 72; Spieltag 9; Hamburg;4;0; Kaiserslautern
Saison 72; Spieltag 9; Hannover;4;0; Bochum
Saison 72; Spieltag 9; 1. FC Koeln;4;3; Gladbach
Saison 72; Spieltag 10; Oberhausen;1;1; Dortmund
Saison 72; Spieltag 10; Gladbach;6;2; Frankfurt
Saison 72; Spieltag 10; VfB Stuttgart;3;2; Hannover
Saison 72; Spieltag 10; Bielefeld;2;2; Hamburg
Saison 72; Spieltag 10; Braunschweig;0;0; Schalke
Saison 72; Spieltag 10; Hertha;1;1; Fortuna Duesseldorf
Saison 72; Spieltag 10; Bochum;3;1; Duisburg
Saison 72; Spieltag 10; Bremen;1;2; Bayern
Saison 72; Spieltag 10; Kaiserslautern;2;0; 1. FC Koeln
Saison 72; Spieltag 11; Duisburg;1;2; VfB Stuttgart
Saison 72; Spieltag 11; Frankfurt;1;0; Kaiserslautern
Saison 72; Spieltag 11; 1. FC Koeln;1;0; Bielefeld
Saison 72; Spieltag 11; Fortuna Duesseldorf;0;0; Braunschweig
Saison 72; Spieltag 11; Dortmund;0;0; Gladbach
Saison 72; Spieltag 11; Hamburg;3;2; Bochum
Saison 72; Spieltag 11; Schalke;4;0; Oberhausen
Saison 72; Spieltag 11; Hannover;1;3; Bayern
Saison 72; Spieltag 11; Hertha;2;1; Bremen
Saison 72; Spieltag 12; Kaiserslautern;6;0; Dortmund
Saison 72; Spieltag 12; Bochum;1;5; 1. FC Koeln
Saison 72; Spieltag 12; Oberhausen;2;0; Fortuna Duesseldorf
Saison 72; Spieltag 12; Bayern;5;1; Duisburg
Saison 72; Spieltag 12; VfB Stuttgart;0;3; Hamburg
Saison 72; Spieltag 12; Bremen;2;1; Hannover
Saison 72; Spieltag 12; Bielefeld;3;4; Frankfurt
Saison 72; Spieltag 12; Braunschweig;1;1; Hertha
Saison 72; Spieltag 12; Gladbach;7;0; Schalke
Saison 72; Spieltag 13; Dortmund;1;0; Bielefeld
Saison 72; Spieltag 13; Duisburg;2;1; Hannover
Saison 72; Spieltag 13; Braunschweig;1;1; Bremen
Saison 72; Spieltag 13; Schalke;3;0; Kaiserslautern
Saison 72; Spieltag 13; Frankfurt;3;2; Bochum
Saison 72; Spieltag 13; Hertha;2;0; Oberhausen
Saison 72; Spieltag 13; 1. FC Koeln;4;1; VfB Stuttgart
Saison 72; Spieltag 13; Hamburg;1;4; Bayern
Saison 72; Spieltag 13; Fortuna Duesseldorf;0;2; Gladbach
Saison 72; Spieltag 14; Bielefeld;1;1; Schalke
Saison 72; Spieltag 14; Bremen;1;1; Duisburg
Saison 72; Spieltag 14; Kaiserslautern;3;1; Fortuna Duesseldorf
Saison 72; Spieltag 14; Bochum;4;2; Dortmund
Saison 72; Spieltag 14; Oberhausen;1;1; Braunschweig
Saison 72; Spieltag 14; VfB Stuttgart;4;4; Frankfurt
Saison 72; Spieltag 14; Hannover;2;3; Hamburg
Saison 72; Spieltag 14; Bayern;1;1; 1. FC Koeln
Saison 72; Spieltag 14; Gladbach;5;2; Hertha
